,expected,cellID,pulse_index,freq,sample_size,gamma,slope,r2_sdn,r2_lin
399,0,3781.0,2.0,1000.0,32,6.3437058593749995,0.586081640625,0.7310684427315164,0.8448439314863432
400,0,3781.0,2.0,20.0,8,5.3595749999999995,0.509565625,0.7171586739623861,0.9362316944310235
401,0,3781.0,2.0,50.0,8,8.908247265625,0.69960703125,0.7636719862094938,0.8522119173821499
402,0,3781.0,2.0,40.0,8,8.203957421875,0.662253515625,0.7695492660166207,0.8766711050296199
403,0,3781.0,2.0,30.0,8,5.632512500000001,0.564253125,0.7386210331418872,0.8806889114559588
405,0,3781.0,3.0,1000.0,32,3.573386328125,0.4623023437500001,0.6564143664317577,0.7271131886950215
406,0,3781.0,3.0,20.0,8,2.6676687499999994,0.36171640625,0.63810748575835,0.8636629003956573
407,0,3781.0,3.0,50.0,8,4.6261765624999995,0.5710890625,0.7379813113779028,0.8711432629164201
408,0,3781.0,3.0,40.0,8,4.845847265625,0.56113515625,0.7398949790621621,0.8052619360314303
409,0,3781.0,3.0,30.0,8,3.4929640624999996,0.4606492187500001,0.6727006117513201,0.8475376522789805
411,0,3781.0,4.0,1000.0,32,3.1706984374999996,0.43613515625,0.6311425690036798,0.7098713346494093
412,0,3781.0,4.0,20.0,8,2.2899949218750004,0.33261953125,0.556934141329666,0.8518237770816631
413,0,3781.0,4.0,50.0,8,3.9069382812500004,0.53446796875,0.7567683462434951,0.9044316461845877
414,0,3781.0,4.0,40.0,8,4.0932175781249995,0.522905078125,0.6767173290152859,0.7507660796656279
415,0,3781.0,4.0,30.0,8,3.3889718750000006,0.454545703125,0.7089664048182299,0.8537554321682381
417,0,3781.0,5.0,1000.0,32,2.6444871093750004,0.396384375,0.6180837534225427,0.7277752085601906
418,0,3781.0,5.0,20.0,8,1.85605703125,0.2948218750000001,0.5424055791142688,0.9607937538994783
419,0,3781.0,5.0,50.0,8,3.427834375,0.50420625,0.7504887699557934,0.9212066416147272
420,0,3781.0,5.0,40.0,8,3.60390390625,0.49541718749999997,0.7037264221167636,0.7746402902401132
421,0,3781.0,5.0,30.0,8,2.611428125,0.39707265625,0.7154976102787706,0.9545507681403178
423,0,3781.0,6.0,1000.0,32,2.33144296875,0.36845234375,0.5786718661002773,0.6220009073308208
