,expected,cellID,pulse_index,freq,sample_size,gamma,slope,r2_sdn,r2_lin
424,0,3781.0,6.0,20.0,8,1.511674609375,0.25331796875,0.5744802451339763,0.7903671849265854
425,0,3781.0,6.0,50.0,8,3.30995859375,0.4979027343750001,0.7379082585458161,0.8905988927693268
426,0,3781.0,6.0,40.0,8,2.913430078125,0.447121484375,0.6854482026139863,0.7908149244280482
427,0,3781.0,6.0,30.0,8,2.542336328125,0.3908250000000001,0.6739662192398299,0.925730538648213
429,0,3781.0,7.0,1000.0,32,2.2560593750000004,0.36308125,0.529392600519501,0.6401024697287406
430,0,3781.0,7.0,20.0,8,1.74619375,0.2833472656250001,0.4630900081733824,0.8267303304358758
431,0,3781.0,7.0,50.0,8,3.0602585937500004,0.4827218750000001,0.6440280620184384,0.7692278781936538
432,0,3781.0,7.0,40.0,8,2.8396554687500006,0.4386765625,0.6091340110549613,0.7778218746734734
433,0,3781.0,7.0,30.0,8,2.0246140625000004,0.34281757812500013,0.6174341791870359,0.7814352559379192
435,0,3781.0,8.0,1000.0,32,2.0850609375,0.34745625,0.501237327955255,0.6150214332597765
436,0,3781.0,8.0,20.0,8,1.6647390625,0.275590625,0.45133043108605475,0.825407183728166
437,0,3781.0,8.0,50.0,8,3.125832421875,0.48700468750000003,0.6729808540898903,0.7784520860554847
438,0,3781.0,8.0,40.0,8,2.4241164062499996,0.4050734375,0.5852794090842125,0.7596146612408154
439,0,3781.0,8.0,30.0,8,1.765425,0.31718281250000013,0.5069141046948377,0.7560273265460449
441,0,3402.0,1000.0,1000.0,288,7.334660937500001,0.46640859375,0.38548564154619414,0.08067077811105605
442,0,3402.0,0.0,1000.0,32,4.197453906250001,0.33554921875,-0.6663900277694192,-2.995262238342951
443,0,3402.0,0.0,20.0,8,4.3039109374999995,0.3428734375,0.20201860125376914,-0.7743431474167746
444,0,3402.0,0.0,50.0,8,4.8532273437499995,0.37138203125,-3.3407174874094148,-8.063461774938355
445,0,3402.0,0.0,40.0,8,3.8493210937500004,0.31571796875000013,-0.3418613177720655,-3.8481375537829114
446,0,3402.0,0.0,30.0,8,3.82431875,0.31416484375,-0.5769996550585685,-3.7006316493636042
448,0,3402.0,1.0,1000.0,32,4.197453906250001,0.33554921875,-0.6663900277694192,-2.995262238342951
449,0,3402.0,1.0,20.0,8,4.3039109374999995,0.3428734375,0.20201860125376914,-0.7743431474167746
450,0,3402.0,1.0,50.0,8,4.8532273437499995,0.37138203125,-3.3407174874094148,-8.063461774938355
451,0,3402.0,1.0,40.0,8,3.8493210937500004,0.31571796875000013,-0.3418613177720655,-3.8481375537829114
452,0,3402.0,1.0,30.0,8,3.82431875,0.31416484375,-0.5769996550585685,-3.7006316493636042
454,0,3402.0,2.0,1000.0,32,11.9618140625,0.59004375,0.6021002574652833,0.20228734211713917
455,0,3402.0,2.0,20.0,8,9.6628859375,0.533058984375,0.7732034934885099,0.10545239196780187
456,0,3402.0,2.0,50.0,8,18.309426171875,0.70331328125,0.45048687578323,0.13180239638772384
457,0,3402.0,2.0,40.0,8,12.1481375,0.591996875,0.8106627625323499,0.5176996644618315
458,0,3402.0,2.0,30.0,8,10.018110546875,0.542824609375,0.7215223607387977,0.20865801890457814
460,0,3402.0,3.0,1000.0,32,14.40020234375,0.628373828125,0.6816945098362426,0.5493151412522166
461,0,3402.0,3.0,20.0,8,9.658647265625,0.53261484375,0.4701112740340021,0.16646955796751994
462,0,3402.0,3.0,50.0,8,23.021340234375,0.74052265625,0.7124284024854023,0.5991806424282744
463,0,3402.0,3.0,40.0,8,17.6336890625,0.67303984375,0.8663275017016263,0.7665078128722197
464,0,3402.0,3.0,30.0,8,12.15615,0.580278125,0.8374359977651458,0.8010638372112402
466,0,3402.0,4.0,1000.0,32,10.5872140625,0.55342265625,0.6699849084492118,0.5076790250428702
467,0,3402.0,4.0,20.0,8,7.2771437500000005,0.458840234375,0.7853840096226572,0.6356836955532714
468,0,3402.0,4.0,50.0,8,20.3546921875,0.706498828125,0.7895858535307404,0.7280107911270003
469,0,3402.0,4.0,40.0,8,11.974753515625,0.589987890625,0.668542880399861,0.2699243449563199
470,0,3402.0,4.0,30.0,8,7.771384375,0.475053515625,0.8565399191313027,0.6630348086586504
472,0,3402.0,5.0,1000.0,32,8.21494375,0.4910109375,0.6388336715167403,0.43006908877224115
473,0,3402.0,5.0,20.0,8,6.5712449218749995,0.433061328125,0.8447556710512838,0.7745640242698654
474,0,3402.0,5.0,50.0,8,14.013571875,0.6218703125,0.7712337344082385,0.6970404825738785
475,0,3402.0,5.0,40.0,8,8.807273046875,0.51436015625,0.5388962025088803,-0.18067566082803888
476,0,3402.0,5.0,30.0,8,5.8537156249999995,0.408735546875,0.6633178368762953,0.3350316513763236
478,0,3402.0,6.0,1000.0,32,6.619328906250001,0.441362109375,0.45250089721120024,0.1766264143182108
479,0,3402.0,6.0,20.0,8,4.370417187499999,0.349809375,0.4548981540376884,0.5320983145686938
480,0,3402.0,6.0,50.0,8,10.55019296875,0.5592703125,0.6073818003586059,0.3803247963927341
481,0,3402.0,6.0,40.0,8,8.071244921875,0.49247578125000013,0.5736782053720533,-0.08840401709736567
482,0,3402.0,6.0,30.0,8,5.07363046875,0.3777855468750001,0.5058241267329815,-0.15561318988440243
484,0,3402.0,7.0,1000.0,32,6.0339796875000005,0.417924609375,0.4228377233711095,0.11790408189791435
485,0,3402.0,7.0,20.0,8,3.4533132812499994,0.2960425781250001,0.3710791728968743,-0.2056335262128839
486,0,3402.0,7.0,50.0,8,8.993696484375,0.521384375,0.44696675725676893,0.13441474698140998
487,0,3402.0,7.0,40.0,8,7.074407031250001,0.45819609375000003,0.6783172240824783,0.14594063217193665
488,0,3402.0,7.0,30.0,8,5.914894921875,0.40879140625,0.5484105097298134,0.38022941141847444
490,0,3402.0,8.0,1000.0,32,5.6603562499999995,0.40350859375000003,0.46620664358592045,0.15183663751936372
491,0,3402.0,8.0,20.0,8,5.037785937500001,0.372846875,0.5381892405176503,0.38540040157113653
492,0,3402.0,8.0,50.0,8,6.5722214843749995,0.446921484375,0.08230291063226292,-0.5841325232783228
493,0,3402.0,8.0,40.0,8,6.06504140625,0.4191453125,0.6805906380949982,0.3866736080631077
494,0,3402.0,8.0,30.0,8,5.1180640625,0.380415234375,0.5055826456268945,0.296028212998114
496,0,2331.0,1000.0,1000.0,270,2.5021531250000004,0.43691171875,-0.3964433973562411,-0.9579566902996897
497,0,2331.0,0.0,1000.0,30,3.8694406250000006,0.534712109375,0.634813476519408,0.6354850257392473
498,0,2331.0,0.0,20.0,10,4.2781203125000005,0.53135,0.46966034041970284,0.5041512250808464
499,0,2331.0,0.0,50.0,10,3.5153249999999994,0.51288359375,0.7264291170705512,0.7130097390783569
502,0,2331.0,0.0,100.0,10,3.097512109375,0.66855703125,0.5536351273409346,0.5366029827431162
503,0,2331.0,1.0,1000.0,30,3.8694406250000006,0.534712109375,0.634813476519408,0.6354850257392473
504,0,2331.0,1.0,20.0,10,4.2781203125000005,0.53135,0.46966034041970284,0.5041512250808464
505,0,2331.0,1.0,50.0,10,3.5153249999999994,0.51288359375,0.7264291170705512,0.7130097390783569
508,0,2331.0,1.0,100.0,10,3.097512109375,0.66855703125,0.5536351273409346,0.5366029827431162
509,0,2331.0,2.0,1000.0,30,4.0114304687499995,0.564653125,-1.5745433842984333,-2.7418114052429012
510,0,2331.0,2.0,20.0,10,3.0120070312499996,0.45038359375000003,0.22969078051429137,-0.299901783019338
511,0,2331.0,2.0,50.0,10,3.73769296875,0.53349140625,0.4014951092700594,-0.2882079385763987
515,0,2331.0,3.0,1000.0,30,3.18105234375,0.50409453125,-1.5827261299811148,-2.6431707027711147
516,0,2331.0,3.0,20.0,10,2.44297109375,0.40010234375,0.481746129530052,0.1446348256864055
517,0,2331.0,3.0,50.0,10,2.55312265625,0.43876484375,-0.16059398884723053,-1.8404670896242958
521,0,2331.0,4.0,1000.0,30,2.2829148437500004,0.415915625,-1.2910134159288305,-2.2682766938401455
522,0,2331.0,4.0,20.0,10,1.531782421875,0.299028125,0.4126026975642352,0.07955543229194573
523,0,2331.0,4.0,50.0,10,1.802934375,0.35478046874999997,-1.2416660819743974,-4.592152493502967
527,0,2331.0,5.0,1000.0,30,1.86777578125,0.36298125000000003,-1.0654487210750618,-2.1165298192916904
528,0,2331.0,5.0,20.0,10,1.16025625,0.244040625,0.714865960820348,-0.4534561868075313
529,0,2331.0,5.0,50.0,10,1.60195078125,0.32938984375,-0.1406010628129033,-1.248366086586873
533,0,2331.0,6.0,1000.0,30,1.834128515625,0.35956328125000003,-0.8883888080127229,-1.9714399848597086
534,0,2331.0,6.0,20.0,10,1.179155078125,0.24843515625,0.5771749528775563,-0.11122567059561872
535,0,2331.0,6.0,50.0,10,1.6965890625,0.3425734375,0.3003887487506305,-0.10529224940395698
539,0,2331.0,7.0,1000.0,30,1.699074609375,0.341352734375,-0.5528673892814986,-1.5182017262912355
540,0,2331.0,7.0,20.0,10,1.23954609375,0.2570359375,0.5566070563553009,0.3957571625640999
541,0,2331.0,7.0,50.0,10,1.50810078125,0.31699453125,0.35053077278498934,0.10486375875131237
544,0,2331.0,7.0,100.0,10,24.666459765625,1.01200703125,-3.38899571091732,-3.475166886502368
545,0,2331.0,8.0,1000.0,30,1.5143484375,0.31474140625,-0.720039496463798,-2.17438352634283
546,0,2331.0,8.0,20.0,10,1.083784375,0.22920390624999998,0.25765720446373486,-1.3125920741915724
547,0,2331.0,8.0,50.0,10,1.356589453125,0.29706328125000003,0.6460599247341963,0.20880369730507387
550,0,2331.0,8.0,100.0,10,17.1378953125,0.959084375,-0.9681470267728094,-1.062469646539295
