Row Labels,Cell ID,NumSq,stimFreq,Average of P0,Average of P1,Average of P2,Average of P3,Average of P4,Average of P5,Average of P6,Average of P7,Average of P8,Average of P0,Average of P1,Average of P2,Average of P3,Average of P4,Average of P5,Average of P6,Average of P7,Average of P8,EI0,EI1,EI2,EI3,EI4,EI5,EI6,EI7,EI8
49,7492,5,20,153.1059089,151.1828273,239.8100372,165.2708014,137.842623,141.7141925,136.5782361,124.2767684,103.2856112,730.1473705,577.7446552,725.4785618,686.8937999,700.226523,608.1810884,574.4002025,551.0541856,518.3155841,0.20969179,0.261677587,0.330554271,0.240606046,0.19685433,0.233013152,0.237775397,0.225525496,0.199271668
50,7492,5,20,148.7376534,127.9934283,249.4034703,150.0701486,138.2434891,117.7586723,124.5489943,107.6295559,95.92133067,670.1632914,502.4901978,742.7782865,727.2667372,685.6557365,627.7330882,561.3295049,529.8749943,464.0247849,0.221942406,0.254718259,0.335771084,0.206348154,0.201622304,0.18759354,0.221882145,0.203122542,0.206715964
46,1621,5,30,87.71791399,75.33674199,78.75533584,45.74322744,51.89356871,22.19800839,24.04898965,24.09732944,18.24685151,660.2484436,406.5302989,690.7962553,424.2617291,399.9101599,201.5322254,109.1923635,118.7807929,77.80075574,0.132855919,0.185316426,0.114006605,0.107818416,0.129763067,0.110146198,0.220244245,0.202872273,0.234533088
47,1621,5,30,45.99991751,31.72517252,25.4052741,25.27161182,13.86845242,7.676567169,9.496009676,2.728109361,4.043654479,419.6455418,267.6189853,471.6810826,275.8949742,153.4208474,100.156577,70.22329414,84.1839001,66.38356625,0.109616123,0.118546046,0.053861126,0.091598667,0.090394836,0.076645662,0.135225922,0.032406545,0.060913487
48,1621,5,30,48.55432768,28.79773787,27.70243172,17.68731004,8.537417332,17.81582476,7.05775937,6.327588386,3.231973397,471.8188923,261.6921665,327.0039301,169.3765642,241.6337612,97.50814263,97.38899895,77.37471049,78.35883887,0.102908825,0.110044325,0.084715898,0.104425958,0.035332055,0.182711149,0.07246978,0.081778508,0.041245805
49,1621,5,30,45.0289336,23.86083745,36.86645508,25.67466179,27.54765855,20.96307267,24.35191118,5.199784505,12.72827505,550.4645082,375.2664931,442.7309118,318.6146534,163.5006112,214.8385292,86.66274429,109.8715471,63.60801197,0.081801702,0.063583714,0.083270569,0.080582175,0.168486578,0.097575946,0.280996308,0.047326033,0.200104903
50,1621,5,30,62.13848053,34.70499266,23.35269611,24.05635478,16.97760752,22.50912028,25.93350784,10.47415167,6.639207299,673.6645114,422.1100152,502.0489186,340.6104956,313.9215594,226.0760918,166.5735872,159.4409575,94.24958555,0.092239504,0.082217885,0.046514782,0.070627168,0.054082324,0.099564355,0.155687995,0.06569298,0.070442828
46,1931,5,30,60.31198752,59.76833161,81.04921214,79.40068851,49.93989638,60.20833544,60.50359419,50.99568381,56.79892583,305.3401889,255.3023714,280.3191775,263.7452732,279.1468412,215.9974116,232.7705855,230.5927601,200.621667,0.197523908,0.234108016,0.289131885,0.30105066,0.178901886,0.278745634,0.259928006,0.221150412,0.283114614
47,1931,5,30,76.89887498,68.37253453,91.75019308,81.87993176,71.33275408,49.6681816,58.52740353,46.27311955,47.6396595,297.3737073,248.6388282,271.0413881,269.9033187,253.2849876,248.0776675,216.4585065,226.7369604,202.4179501,0.25859339,0.274987358,0.3385099,0.303367636,0.281630407,0.200212224,0.270386248,0.204082826,0.235352939
48,1931,5,30,54.80778432,56.96633226,66.68196719,54.9915058,53.06435828,56.85069545,49.49075636,49.18399196,40.25877172,321.2059147,299.8211368,315.1491096,289.2295192,287.2527069,279.3903898,256.489257,250.0695279,245.1431247,0.170631305,0.190001055,0.211588626,0.190131028,0.184730577,0.203481213,0.1929545,0.196681268,0.16422558
49,1931,5,30,77.16455978,71.99266552,96.60448271,66.92186481,61.52664187,58.23624286,53.77982279,74.16032875,56.54724666,324.224145,289.7395673,309.5771499,279.4081843,288.5933215,273.5599162,236.9180643,253.8637862,262.7634405,0.237997573,0.248473711,0.312053014,0.239512901,0.213194961,0.212882953,0.226997561,0.292126458,0.215202109
50,1931,5,30,58.7368524,61.8495705,87.54514449,59.08468622,56.89992251,56.95826656,42.36825468,50.64140443,56.55558781,303.9174247,270.230324,273.4025255,275.3722838,256.271177,240.6864783,220.1021584,214.8627552,222.877406,0.193265827,0.228877239,0.320206056,0.214562938,0.222030129,0.236649217,0.19249359,0.235691869,0.253752001
46,2511,5,30,-1.858038395,-1.858038395,-1.977783159,-1.741708653,5.378414298,5.025446749,5.580397761,4.860000905,-1.789202099,18.03809366,18.03809366,22.04103753,20.46519899,16.86283899,10.86150182,9.457980073,8.341885974,5.868332627,-0.103006361,-0.103006361,-0.089731854,-0.085105874,0.3189507,0.462684335,0.590020038,0.582602174,-0.30489105
47,2511,5,30,-1.953248044,-1.953248044,-2.076789045,13.9382259,13.93507777,13.64716326,13.21944934,13.23332666,13.00079375,17.43126979,17.43126979,18.66112968,17.19870304,14.10328328,9.979713998,6.950340367,5.142062588,3.976134943,-0.11205426,-0.11205426,-0.111289567,0.810423081,0.988073308,1.367490418,1.901985894,2.573544454,3.269706371
48,2511,5,30,-1.337713097,-1.337713097,-1.379851553,-1.772778149,-1.712216318,16.16281335,15.32255006,15.42732975,15.13489446,21.58253779,21.58253779,22.51904294,19.14189413,14.8289205,11.6520408,9.546208641,6.939193002,4.309551789,-0.06198127,-0.06198127,-0.061274876,-0.092612473,-0.115464664,1.387122962,1.605092727,2.223216697,3.511941659
49,2511,5,30,-1.331428741,-1.331428741,-1.395148771,16.68761804,16.13756697,15.97459546,15.68373842,15.79375244,15.7219995,16.62665945,16.62665945,19.17323725,17.69839879,14.03568943,10.2703516,8.667408772,8.262999997,6.462355701,-0.080077946,-0.080077946,-0.072765426,0.942888576,1.149752355,1.555408819,1.809507182,1.91138236,2.432858887
50,2511,5,30,-1.806571482,-1.806571482,-2.178798109,-1.593057323,-1.927253055,-1.93665219,-1.995156088,-1.9297173,-1.904843453,19.37262248,19.37262248,20.7359756,17.65952827,13.93915344,11.70238218,9.314581395,6.465676276,5.050328619,-0.093253842,-0.093253842,-0.105073335,-0.090209506,-0.138261844,-0.165492133,-0.214197075,-0.298455601,-0.37717218
46,2941,5,30,31.01852046,31.01852046,21.5384515,17.59894846,13.68315005,7.299182907,7.140375741,10.44616946,6.769479595,104.62498,104.62498,78.99171552,55.26143871,44.33353398,21.8229235,29.40617084,22.3751928,6.082378884,0.29647337,0.29647337,0.27266722,0.31846707,0.308641085,0.334473193,0.242818957,0.466863886,1.112965786
47,2941,5,30,20.90489438,20.90489438,29.22177838,10.10155754,8.345691452,2.11163803,6.850205641,1.905642284,3.074081825,44.8660312,44.8660312,275.4626301,74.55818528,34.86911993,39.91246767,16.63772495,16.88001959,10.02219508,0.465940352,0.465940352,0.106082551,0.135485561,0.239343335,0.052906727,0.411727304,0.112893369,0.306727398
48,2941,5,30,26.37113869,26.37113869,20.43341106,6.936745014,5.859875801,7.351138677,10.74975889,10.58106783,3.147958577,101.4350075,101.4350075,197.0159523,60.27126817,37.16093392,30.20788398,20.61283242,38.08807324,19.17227075,0.259980645,0.259980645,0.1037145,0.11509207,0.157689142,0.243351659,0.521508091,0.277805279,0.164193309
49,2941,5,30,15.66023482,15.66023482,19.99015976,16.06243449,8.601069927,6.866170561,9.903948828,5.237634313,3.751218438,141.0835841,141.0835841,158.8126087,111.0614489,46.19009762,25.58846834,11.77584768,26.92748852,24.16061375,0.110999695,0.110999695,0.125872624,0.144626553,0.186210257,0.268330659,0.841039142,0.194508831,0.15526172
50,2941,5,30,27.75858194,27.75858194,21.98929523,17.63255881,9.015371209,11.4667295,11.09684235,8.013108452,7.118111734,114.1843807,114.1843807,120.0396922,55.93932371,38.14706557,21.20165528,33.90338295,15.70938884,18.48745517,0.243103144,0.243103144,0.183183536,0.315208652,0.236331971,0.540841239,0.32730782,0.510084035,0.385023881
46,6201,5,30,31.8110177,30.48592596,28.95368469,20.59356991,14.19940477,7.146766556,13.49888513,10.41422677,13.12540041,20.7425151,36.95704743,20.98080494,9.926498341,-5.091583842,-5.341918309,-6.126715127,-5.100284974,1.308994265,1.533614297,0.824901557,1.380008287,2.074605687,-2.788799166,-1.33786519,-2.203282648,-2.041891155,10.02708778
47,6201,5,30,46.8837107,45.12136469,27.01315425,38.84497956,30.46572822,14.35461558,37.0126394,13.79107354,21.69879052,51.72374363,64.91421424,50.59777582,13.17925612,0.217911963,-12.45081587,-11.10842884,-6.644206097,-5.819221517,0.906425317,0.695092211,0.533880271,2.947433391,139.8075065,-1.152905619,-3.331941891,-2.075654086,-3.728813288
48,6201,5,30,38.30141826,43.04350442,32.54496015,24.84098089,20.70813051,26.70025241,21.63706265,13.79542083,29.36397772,20.44746767,7.843902934,50.57704172,61.55453866,48.3749486,30.80409469,23.43036271,22.66919364,20.33340539,1.873161942,5.487511101,0.643472988,0.403560508,0.428075504,0.866776079,0.923462557,0.608553663,1.444124934
49,6201,5,30,28.64248253,26.89626746,22.35736221,13.07225163,15.44582809,4.65424628,13.02165563,8.922550438,6.486183823,19.92905286,21.01818742,11.63325085,1.533045117,-3.003252268,-14.46649975,-8.48053323,-13.42843566,-3.314009355,1.437222468,1.279666363,1.921849919,8.526984291,-5.143033856,-0.321725805,-1.535476046,-0.664451963,-1.957201422
50,6201,5,30,16.77884918,21.80087192,22.86303066,24.53428994,11.54024297,18.81779414,14.58870558,13.86434008,11.46930696,16.85258575,32.36599128,39.5481957,13.8020974,-6.942131577,-12.64688064,-9.606478703,-4.773586253,-2.061782342,0.995624614,0.673573435,0.578105531,1.777576931,-1.662348638,-1.487939571,-1.51863196,-2.904386627,-5.562811714
46,6301,5,30,1363.298971,544.981609,2232.056589,521.851907,53.67464914,52.2419557,34.59655792,32.50560449,28.66691908,155.2211349,118.6298068,147.1799549,150.0938417,77.94194781,73.54345473,115.7421427,63.78150685,44.94145017,8.782946808,4.593968613,15.16549309,3.476837565,0.688649061,0.710354931,0.29891064,0.509639958,0.637872587
47,6301,5,30,1422.011932,1293.861411,1227.151957,53.63562762,28.95824844,29.56125455,481.6318534,38.12852824,13.08574709,103.7727654,76.45887365,137.1631487,114.6819597,68.16784425,84.19502301,66.26696583,43.62693027,63.93073338,13.70313228,16.92231848,8.946659277,0.467690191,0.424808042,0.351104537,7.268053507,0.873967708,0.204686328
48,6301,5,30,458.1538974,1164.34142,912.3077775,758.0204463,57.91832467,39.44696438,24.36617459,19.45632577,23.29808139,174.5055337,107.7008318,95.3760396,118.5242596,88.30078218,67.22207775,54.03560291,57.12232605,31.68636513,2.62544051,10.81088604,9.565377021,6.395487714,0.655920856,0.586815607,0.450928153,0.340608079,0.735271505
49,6301,5,30,2124.835196,1217.000299,2040.337216,60.88674854,459.4086304,44.91030275,22.77535104,18.67599014,440.5582579,143.6682478,96.04188937,139.1284409,136.0413653,107.701523,81.45117008,88.82458925,83.45857001,81.40582525,14.7898734,12.67155724,14.66513391,0.447560552,4.265572275,0.551377012,0.256408177,0.223775583,5.411876319
50,6301,5,30,2358.925586,2306.83646,1341.244911,558.1845315,57.96568216,38.33226215,549.7485888,29.42524614,23.43879556,167.1510772,138.0698039,144.021674,138.1877296,70.12816141,86.820272,57.53886466,57.57613413,63.180191,14.11253595,16.70775502,9.312799063,4.039320517,0.826567829,0.441512809,9.554387143,0.511066722,0.370983297
46,7491,5,30,3.004351136,1.370931662,2.121578703,3.518245025,2.444171902,1.818542776,1.665731193,2.812195609,3.23951026,51.72584057,20.33841073,19.86959565,13.92975111,8.113781335,4.541405354,1.678611483,2.312780417,2.022128642,0.05808221,0.067406037,0.106775132,0.252570559,0.301237093,0.400436128,0.992326818,1.215937141,1.602029759
47,7491,5,30,1.407768738,2.840460717,2.600270586,3.324656616,2.364751144,2.164131641,1.693234014,1.842371499,2.35853476,18.60882825,14.13957412,23.04664885,16.40852652,8.044340801,-0.751595645,-2.356192023,-1.446214517,0.684770785,0.075650585,0.200887289,0.112826407,0.202617621,0.293964565,-2.87938289,-0.718631587,-1.273926846,3.44426896
48,7491,5,30,2.084035078,1.338363178,2.337807813,1.650663065,1.493467428,2.84951775,3.862362237,2.951433642,1.549930087,79.20227181,22.90170958,19.01740501,20.12619357,5.93666677,0.764038786,1.927017437,-0.151720196,1.095831538,0.026312819,0.058439444,0.122929906,0.082015661,0.251566659,3.729545935,2.004321374,-19.45313627,1.414387188
49,7491,5,30,1.374635068,2.531426148,4.497918821,3.661369178,4.214892495,3.272415329,1.819356891,3.464179788,2.457569277,26.93717568,21.02186467,15.42848944,9.533667257,8.086896383,5.462903508,3.201114014,-0.592317741,-3.296604077,0.051031151,0.120418725,0.291533325,0.384046252,0.52120026,0.599024919,0.568351169,-5.848516005,-0.745485117
50,7491,5,30,1.5539854,3.108246962,5.401181303,5.292478561,3.940847872,4.505525264,5.776675382,3.583407124,2.784011927,26.95908805,18.40500876,20.64795438,10.99021015,1.173928063,6.231337453,4.11519182,1.724025433,5.458204138,0.057642358,0.168880493,0.261584329,0.481562999,3.356975607,0.723043054,1.403743892,2.078511752,0.510060059
46,7492,5,30,72.63048675,107.8032617,101.2098013,105.3436115,82.01610675,73.56814467,41.89788549,49.11268888,43.7285874,539.8427695,423.2830812,697.0113965,682.860945,623.7334455,654.1634675,551.7051687,497.9056273,453.7356087,0.134540075,0.254683606,0.145205375,0.154268028,0.131492238,0.112461408,0.075942528,0.09863855,0.096374599
47,7492,5,30,87.69820601,111.2156716,152.7287402,102.3259818,97.03732543,85.82057553,61.02040033,47.65647429,72.48811734,584.2205954,572.2718303,777.7450538,707.7411601,658.5102203,605.2398473,586.7347906,540.9878703,487.2250089,0.150111459,0.194340636,0.196373785,0.144581081,0.147358875,0.141795977,0.103999969,0.088091576,0.148777497
48,7492,5,30,126.6353361,103.1183864,134.1759179,103.3210033,90.97853793,64.1702733,60.81686556,51.60112181,53.77386968,598.4467908,457.7946354,785.8649899,741.1022846,699.2294723,609.4093018,522.6200319,515.8979799,478.3493628,0.211606676,0.225250316,0.170736602,0.139415308,0.130112562,0.105299137,0.116369182,0.10002195,0.112415473
49,7492,5,30,81.14820798,92.4299027,102.0816976,99.08799381,90.00396787,70.63589357,60.80940524,54.58220869,67.79578909,556.5305509,533.3595195,793.2535565,725.0952171,696.6661769,634.9958334,581.8993763,517.0192278,460.6803193,0.145810877,0.173297559,0.128687349,0.136655147,0.129192389,0.111238358,0.104501582,0.105570945,0.147164501
50,7492,5,30,68.07095149,89.47750266,98.65677505,90.13407442,53.51891591,54.29841703,50.29963948,40.34654681,43.68714763,614.3400113,399.5674445,713.9688411,746.667608,634.2438025,575.3817991,587.8462754,529.8330106,495.0503626,0.110803383,0.223935918,0.138180785,0.120715126,0.084382245,0.094369368,0.085565975,0.076149553,0.088247885
46,1621,5,40,64.20673661,65.53076102,39.40298073,24.59833538,31.68072705,12.92763734,26.22988188,24.63208804,6.185691984,647.2200026,344.2594943,543.6841438,357.7343494,326.8130406,213.5691082,143.2727865,119.6058248,81.19938184,0.099203882,0.190352807,0.07247403,0.068761458,0.096938381,0.060531401,0.183076511,0.205943883,0.076179053
47,1621,5,40,43.7159136,26.83384487,28.10019655,18.30655893,12.73842107,16.55959741,7.709169742,2.761625124,5.407735917,325.9275871,172.3859729,274.8376943,230.443717,117.429225,92.64188363,95.47287149,74.92061411,58.52590715,0.134127688,0.155661417,0.102242877,0.079440478,0.108477435,0.178748497,0.080747228,0.036860685,0.092399011
48,1621,5,40,47.73191903,23.13543242,18.61756356,12.79714018,27.20942057,7.550106409,16.48368465,4.534145004,4.253641179,394.8266633,151.7333415,296.4897174,253.2896968,171.290885,123.0471913,73.94719809,59.85358554,58.17008155,0.120893353,0.152474283,0.062793286,0.05052373,0.158849203,0.061359437,0.222911551,0.075753941,0.073124209
49,1621,5,40,34.99555274,32.90794793,27.67140883,26.70367761,14.83686879,14.23813947,11.02365968,6.056344915,8.904030584,443.0246773,196.9333009,290.9816092,250.0835949,155.9732489,134.2628126,106.9869215,87.04811111,69.54063728,0.078992333,0.167101997,0.095096762,0.106779006,0.095124445,0.106046784,0.103037451,0.069574685,0.128040681
50,1621,5,40,30.13811565,61.74225402,29.0228703,28.45403121,19.29713994,13.70874737,14.13379913,9.259019524,15.43565327,475.0041026,354.4027741,505.1079195,378.8520698,265.5335784,237.673708,179.5232295,161.4060599,94.78943429,0.063448117,0.174214929,0.057458751,0.075105915,0.072673069,0.057678855,0.078729639,0.057364758,0.162841496
46,1931,5,40,65.55033991,68.44484481,81.87080935,72.72264357,58.1760594,50.88731385,68.08863732,47.87521741,52.98451929,176.6526696,159.7215435,181.7528572,183.9185616,173.9749267,166.1308657,154.1014311,152.1036271,149.9229761,0.371069059,0.428526067,0.450451292,0.395406765,0.334393355,0.306308606,0.441842991,0.31475395,0.353411603
47,1931,5,40,76.16581712,75.19637277,94.32182044,87.09192704,78.23869255,62.81552297,65.20949339,48.66506455,51.97895073,173.2858808,148.2320525,173.5177031,178.4605033,165.1430005,151.8882236,152.3380327,136.9270892,143.4035641,0.439538506,0.507288211,0.543586151,0.488017939,0.473763298,0.413564143,0.428057867,0.355408596,0.36246624
48,1931,5,40,86.92037726,74.49474763,91.78170308,66.93316834,71.99090119,60.49416856,60.35868931,57.63749988,60.17238824,167.7393584,146.0234831,171.8858065,182.2756048,158.7063959,152.7712712,139.7533215,134.4862293,139.2091789,0.518187133,0.510155942,0.533969063,0.367208593,0.453610586,0.395978695,0.431894488,0.428575477,0.432244402
49,1931,5,40,70.61776264,74.79393555,91.00492159,66.45721894,68.7654981,59.95830054,59.39923246,52.28161168,57.86211868,178.4400288,162.8353133,171.1489477,186.6957009,160.7505023,156.288506,151.4080399,149.7462361,142.0217758,0.395750679,0.459322576,0.531729367,0.355965449,0.427777812,0.38363858,0.392312274,0.34913473,0.407417231
50,1931,5,40,82.44045947,76.48868465,89.96028561,73.3151237,56.52135029,54.31812229,72.00751565,47.49592878,67.68923051,174.8270674,136.7879708,159.6143671,162.4971016,156.5348429,143.2643519,135.4380409,139.1450947,131.9577441,0.471554323,0.559176982,0.563610201,0.451178039,0.361078398,0.379146114,0.53166389,0.341341022,0.51296141
46,2941,5,40,24.62347859,24.62347859,26.81063419,17.46412314,10.82159264,6.670664031,6.656295664,4.48808049,11.51562435,158.6037046,158.6037046,103.6783849,57.16457025,35.91465603,36.79423769,24.87672687,8.5905761,1.931396781,0.155251598,0.155251598,0.25859425,0.305506069,0.301314111,0.181296433,0.2675712,0.522442318,5.962329678
47,2941,5,40,28.98253588,28.98253588,21.94498094,16.38698232,9.694669939,7.047492574,6.699891008,12.07849768,6.233319792,202.6160618,202.6160618,110.9202243,55.72433265,27.94410852,21.80700191,22.73422207,14.70135684,6.837371032,0.14304165,0.14304165,0.197844722,0.294072294,0.346930729,0.323175676,0.294705092,0.821590674,0.911654459
48,2941,5,40,30.90786234,30.90786234,21.36527686,9.553117126,7.015590605,7.344887296,7.906230174,6.03997411,2.805381683,132.8226615,132.8226615,101.6551738,46.27588857,35.64821259,33.12090804,88.85239615,58.78144611,36.01303294,0.232700218,0.232700218,0.210174023,0.206438329,0.196800627,0.221759841,0.08898162,0.102753071,0.077899067
49,2941,5,40,26.77143287,26.77143287,23.48356804,16.6160208,13.65871185,9.149926795,7.340994426,6.674590451,4.449543859,147.6829826,147.6829826,86.22736359,48.56123747,18.36315916,18.34172405,6.550881385,4.100362451,20.82232955,0.181276356,0.181276356,0.27234473,0.342166338,0.743810568,0.498858601,1.120611715,1.627804988,0.213690973
50,2941,5,40,26.39684595,26.39684595,28.35538194,20.98033726,14.24918766,10.34010782,9.501560589,6.336795531,7.666418935,85.06792712,85.06792712,130.6276495,67.15976213,35.85968435,20.29214491,16.00748938,17.09132526,22.12621713,0.310303152,0.310303152,0.217070291,0.312394455,0.397359539,0.509562092,0.593569695,0.370760923,0.34648575
46,7491,5,40,-61.33524499,-66.514043,-64.05471814,-66.77832446,-64.41440703,-65.7857985,-65.20365319,-67.0632877,-65.74509731,50.60167642,48.00827896,52.40636878,32.59876541,25.24903809,19.94920077,18.20252769,61.51062233,81.04287189,-1.212118833,-1.385470265,-1.222269729,-2.048492439,-2.551162813,-3.29766587,-3.582120808,-1.09027165,-0.811238494
47,7491,5,40,-61.80150537,-65.73675868,-62.09865644,-63.85726682,-65.04157718,-64.54171459,-64.84894183,-65.08937842,-64.46652093,51.80550789,33.57041251,36.52455677,29.13169556,27.20510337,21.44603276,13.98110894,17.32651283,20.67235028,-1.192952408,-1.958175482,-1.700189186,-2.192020258,-2.390785886,-3.009494358,-4.638326051,-3.756634647,-3.11849016
48,7491,5,40,-55.84525213,-60.85733957,-58.44457904,-57.73317439,-61.26472889,-55.93244052,-48.92762486,-59.98243248,-62.05619967,37.30923688,44.31485136,41.98337139,34.84758072,23.40531515,15.77092148,17.4606735,18.23966898,16.04004727,-1.496821077,-1.373294453,-1.392088751,-1.656734074,-2.617556247,-3.546555005,-2.802161375,-3.288570234,-3.868828977
49,7491,5,40,-57.21166646,-63.73106926,-60.49750363,-61.62247603,-64.09643961,-63.33377699,-62.10051863,-62.39700688,-59.63923612,42.24200944,64.00207212,55.18633694,32.63291123,24.33160955,22.27092335,26.12545277,24.03440025,18.10301327,-1.354378431,-0.995765717,-1.096240609,-1.888353619,-2.634286872,-2.843787659,-2.377012149,-2.596154105,-3.294436967
50,7491,5,40,-58.87850168,-63.03793807,-63.37581136,-64.69954349,-63.99456866,-65.04161508,-65.68999162,-65.91312321,-64.82420476,121.7493385,37.77587584,49.74062272,43.77907294,17.30621564,9.910824159,8.040559497,6.109610686,6.982142436,-0.483604284,-1.668735315,-1.274125813,-1.477864631,-3.697779456,-6.562684802,-8.169828436,-10.78843262,-9.28428564
46,7492,5,40,75.84974085,105.8080405,104.779453,95.03307169,93.96076189,65.68722904,59.51230105,55.95157271,60.96298533,559.7342555,481.201652,712.1727874,761.273095,675.7290519,593.2001201,568.8655634,540.8257252,475.3353978,0.135510271,0.219882954,0.147126449,0.124834402,0.139050943,0.110733675,0.104615756,0.103455827,0.128252568
47,7492,5,40,99.45494272,108.2666385,124.0630411,97.17512917,89.2453601,81.68354812,63.52260356,61.64485976,60.58113226,532.3606095,455.9748839,803.9819797,798.3812946,735.6154757,674.0204007,601.4424529,561.6444536,519.2863299,0.186818748,0.237439917,0.154310724,0.121715188,0.121320667,0.12118854,0.105617093,0.1097578,0.11666229
48,7492,5,40,96.57295117,89.79426055,118.7841402,91.93777132,82.68825926,74.94378912,67.72444528,62.89592115,62.1620778,593.8275088,552.0416891,782.8559373,759.6565562,675.8523431,629.7141221,576.5581361,523.084496,542.5616072,0.162627951,0.162658477,0.1517318,0.121025443,0.122346634,0.1190124,0.117463342,0.120240461,0.114571464
49,7492,5,40,94.53833594,97.07030302,117.851762,98.41345204,83.66293409,73.26199821,65.99889376,58.41203422,62.06555602,570.1026014,474.6728027,793.6373594,781.3473009,709.5289125,684.4100437,620.4777439,605.0431974,537.1562563,0.16582688,0.204499399,0.148495734,0.125953532,0.117913354,0.107044014,0.106367866,0.096541924,0.115544695
50,7492,5,40,83.99931837,95.72546408,104.038237,93.80493573,81.73819966,60.81828278,55.48076166,53.80034461,51.61989963,605.2039787,544.2865218,773.9702654,746.9770628,674.6229976,620.0759481,571.0090007,533.9429124,527.5982021,0.138795053,0.175873295,0.134421491,0.125579406,0.1211613,0.09808199,0.097162674,0.100760481,0.097839415
46,111,5,50,29.58873759,20.65374722,47.35733004,47.68419037,39.11822562,22.28354809,26.71320818,27.51865066,26.18327113,76.51379782,75.64941851,111.7116265,75.21576676,70.93193784,50.97603948,38.53308759,45.84023965,44.48163709,0.386711135,0.273019246,0.42392481,0.633965356,0.551489594,0.437137689,0.693253768,0.600316466,0.588631014
47,111,5,50,25.30548743,23.69221441,27.36472969,39.72049628,31.17871141,20.36765694,23.12344337,22.87672662,42.88704829,110.6205575,44.72322266,93.62624385,64.80109665,49.05111531,49.15648718,55.71874012,45.84411245,45.10783143,0.228759355,0.52975195,0.292276274,0.612960248,0.635637155,0.414343215,0.415002983,0.499011223,0.950767238
48,111,5,50,47.98508313,16.39246146,65.56038473,31.55601845,28.42396163,19.12849164,31.05845317,22.85989497,24.34594655,93.15007184,69.75119744,109.801729,83.11070578,52.71461997,51.16974434,39.99842117,55.87698374,44.93742629,0.515137371,0.235013334,0.597079712,0.379686566,0.539204525,0.373824257,0.776491978,0.409111112,0.541774386
49,111,5,50,23.93478991,36.85350042,42.44612826,44.78242926,25.49025112,14.93232808,39.73215181,22.42184508,23.38682321,83.9290414,52.95122992,75.12004375,45.54493698,35.21334763,57.52965891,40.15534719,36.69228066,27.84855994,0.285178879,0.695989507,0.565043977,0.983258123,0.72388037,0.25955878,0.989461046,0.611077989,0.839785729
50,111,5,50,27.85061481,19.80583449,54.00526028,37.33903385,39.39758252,34.15066523,23.27760048,17.34991642,14.35647179,82.51092985,70.75887202,84.18870826,75.22044048,46.57083685,40.61142002,51.29834874,37.96601438,44.26041614,0.337538492,0.279906023,0.641478666,0.496394778,0.84597111,0.840912857,0.453769001,0.456985457,0.324363687
46,1491,5,50,177.8818605,155.4914424,125.8925676,61.74175422,64.2516978,40.60548149,31.17528484,73.9915114,30.40200281,764.7604942,624.8435085,627.5080642,405.5387464,329.0158428,309.3055609,247.5565302,151.6829579,148.3700451,0.232598129,0.248848616,0.200623028,0.152246252,0.195284511,0.131279507,0.125931983,0.487803722,0.204906609
47,1491,5,50,147.1705484,125.8974886,99.74545104,68.91215927,58.85128468,34.69209727,63.38186956,42.85706149,42.25026175,629.1882536,562.1780256,564.3503132,407.2111601,263.5416458,228.7128476,227.54685,188.1229053,166.4381602,0.233905429,0.223945944,0.176743857,0.169229545,0.22330924,0.151684077,0.278544263,0.227814159,0.253849608
48,1491,5,50,162.8087908,121.651362,115.927264,93.42670389,68.79795877,57.28260964,48.18295742,39.98284128,32.35081274,746.0200054,547.2379538,556.8322754,392.8590106,334.4643825,232.2127753,209.6629472,147.5454789,154.4818637,0.218236495,0.222300667,0.208190633,0.237812297,0.20569592,0.24668156,0.229811505,0.270986557,0.209414956
49,1491,5,50,157.4462041,125.2976499,112.4722477,85.95025156,80.06103956,43.87085742,45.9188802,47.10910102,38.97210232,678.7843349,605.4165922,553.7796784,441.6078568,290.5054219,196.6755157,193.3200689,167.1947628,129.7494085,0.231953208,0.206961044,0.203099269,0.194630259,0.275592239,0.22306212,0.237527746,0.281761822,0.300364393
50,1491,5,50,163.1547083,142.0875736,117.9724396,78.52902367,86.60318332,53.51733945,48.89744003,48.34854084,46.06528816,729.6037884,585.6084131,631.513417,368.7974349,353.2460311,252.1735849,193.9391278,193.2354988,193.3510599,0.223620972,0.242632398,0.186809079,0.212932673,0.245163925,0.212224208,0.252127771,0.250205274,0.238246887
46,1522,5,50,79.31589657,70.09877023,39.03798394,28.28024254,19.76782374,20.31320264,13.50002991,13.87982249,11.80349927,319.1296336,198.5550079,214.1861601,157.6332925,141.7793,110.3473187,105.2854668,94.05709427,82.83237681,0.248538175,0.353044584,0.182261935,0.179405265,0.139426727,0.184084243,0.128223109,0.147568055,0.142498619
47,1522,5,50,56.71036665,63.8617321,42.40254466,27.13161463,17.44701468,15.07879101,20.71388675,12.12087177,9.253648378,277.8986123,182.9079212,174.3555809,133.1271294,96.54702491,78.23641337,81.33581111,63.40241529,81.59234435,0.204068549,0.349146891,0.243195798,0.203802296,0.180710019,0.192733669,0.254671177,0.19117366,0.113413194
48,1522,5,50,62.13540893,40.10144883,49.42196465,31.03688049,20.91520849,20.3177502,19.12859862,11.71629778,17.27879353,322.5741988,212.9429206,206.3713421,183.3908831,139.295911,115.4575015,111.103019,98.18460462,99.32111602,0.192623617,0.188320179,0.239480754,0.16923895,0.150149479,0.175976008,0.172169927,0.119329276,0.173968983
