Row Labels,Cell ID,NumSq,stimFreq,Average of P0,Average of P1,Average of P2,Average of P3,Average of P4,Average of P5,Average of P6,Average of P7,Average of P8,Average of P0,Average of P1,Average of P2,Average of P3,Average of P4,Average of P5,Average of P6,Average of P7,Average of P8,EI0,EI1,EI2,EI3,EI4,EI5,EI6,EI7,EI8
49,2511,5,20,-0.563009219,-0.563009219,13.86542921,28.7069164,27.07466264,27.41989366,26.36377012,32.61995019,43.76113167,37.70017091,37.70017091,36.06537817,24.508223,17.97171088,12.013957,8.499660102,7.771721342,5.053936715,-0.014933864,-0.014933864,0.384452622,1.171317741,1.506515592,2.282336591,3.101744047,4.197261939,8.658820667
50,2511,5,20,-0.551725142,-0.551725142,33.72064865,31.94220504,31.98904954,32.1556008,31.58707143,31.19814983,30.91022972,36.62658454,36.62658454,34.62950787,24.46213979,17.25905163,12.95114351,10.79048203,7.784491714,4.332389218,-0.015063516,-0.015063516,0.973754775,1.305781314,1.853465082,2.482838738,2.927308655,4.007731137,7.13468439
46,2941,5,20,11.62513929,11.62513929,1.621836554,2.79663407,0.609384097,1.045198954,-2.995724682,0.607644302,-1.574923652,16.67287387,16.67287387,3.542611306,6.297038221,9.817995426,7.339235446,8.468566585,15.32958142,38.89120365,0.69724868,0.69724868,0.457808214,0.444118961,0.062068077,0.142412512,-0.353746369,0.039638675,-0.040495626
47,2941,5,20,6.52668419,6.52668419,3.11681269,2.311993449,3.358081804,1.309464602,-0.541665571,-0.110320952,-0.111230534,20.25293069,20.25293069,19.18712862,22.31059307,24.66499341,35.510746,24.79458387,14.03978019,20.3221442,0.322258753,0.322258753,0.162442893,0.103627611,0.136147687,0.036875165,-0.021846125,-0.007857741,-0.005473366
48,2941,5,20,6.911377559,6.911377559,1.107946188,-0.736147699,0.423237173,-0.502074793,-0.816665079,1.464341426,-1.438609252,11.7278723,11.7278723,22.9173587,14.64872798,8.941138652,13.74128795,8.270087409,9.968684488,9.652847234,0.589312143,0.589312143,0.048345283,-0.050253353,0.047335937,-0.036537681,-0.098749268,0.146894149,-0.149034706
49,2941,5,20,6.796148055,6.796148055,3.889365378,2.769399096,1.437344126,-0.903957067,2.331679433,0.513553359,-0.485882897,12.71205698,12.71205698,14.32675042,22.00881952,10.49646923,5.218042216,12.88167799,9.985470564,14.39617936,0.534622215,0.534622215,0.271475754,0.125831333,0.136935963,-0.173236825,0.18100743,0.051430061,-0.033750823
50,2941,5,20,11.60615876,11.60615876,2.417464112,3.556742742,0.55869709,1.191422221,1.267984467,3.824992092,-0.266954963,26.02440947,26.02440947,46.98968309,37.87444206,22.42877079,22.04736924,7.464835616,11.63821306,12.36938557,0.445972031,0.445972031,0.0514467,0.093908782,0.02490984,0.054039201,0.169861003,0.328658023,-0.02158191
46,6201,5,20,6.844599214,18.85356719,26.57952103,30.19407821,15.96896665,8.826371197,14.19888164,11.44454801,15.88366252,112.5527718,41.78611583,144.0250636,52.51770724,68.0599643,50.57856901,31.64381919,19.68902974,43.95306323,0.060812356,0.451192144,0.184547886,0.574931386,0.234630841,0.174508124,0.44870948,0.58126521,0.361377828
47,6201,5,20,15.78555566,22.60886379,13.75085194,36.61565584,14.07832664,22.38546392,15.04846752,13.9687215,14.36905966,44.83858885,133.6483895,115.9921268,80.81095776,66.50189653,81.05409588,15.67788888,21.97769192,11.5455197,0.35205291,0.169166751,0.118549873,0.453102609,0.211698123,0.276179306,0.959852926,0.635586373,1.244557199
48,6201,5,20,29.83203699,21.54068211,45.81520527,27.23986529,29.82831796,24.34997806,11.27790809,11.41680607,15.24880243,30.91171036,70.52718248,141.3143751,110.9111551,73.93184739,27.17227599,5.040691677,2.360077411,-5.98315398,0.965072351,0.305423829,0.324207677,0.245600772,0.403456954,0.896133179,2.237373125,4.837471016,-2.548622763
49,6201,5,20,10.92705319,21.26598293,25.22753542,34.23893293,20.70482089,22.83319149,18.93191641,9.321162628,13.76038235,162.5661866,96.90101367,111.1813367,81.1590226,38.71171502,25.83374967,16.63808003,12.75025236,-1.477717519,0.067216027,0.219460892,0.226904408,0.421874634,0.534846386,0.883851233,1.137866651,0.731057109,-9.311916642
50,6201,5,20,16.13189422,24.85976185,28.3861042,23.66491342,29.01397801,29.92232548,18.59601898,17.12221276,19.05111902,57.0702304,81.58877037,93.89745956,91.16056964,36.9195217,34.61697867,15.25611518,7.265582633,11.00387194,0.28266741,0.304695876,0.302309608,0.259595936,0.785870907,0.864382931,1.218922298,2.356619369,1.731310499
46,6301,5,20,996.4920839,94.25107638,114.0414923,75.16856322,81.08350059,459.5896594,67.18776678,63.16249044,64.47009848,190.0208685,149.1954803,168.7272917,131.1940867,120.5681706,108.7153367,111.8765461,104.7410203,89.99205803,5.244119196,0.631728764,0.675892389,0.572956946,0.67251166,4.227459281,0.600552744,0.603034898,0.716397645
47,6301,5,20,539.5119079,542.1511108,933.7557033,82.78203104,849.8045479,798.2831723,83.84019794,76.78235241,69.9909252,220.3564367,165.1452708,155.6226411,169.8807513,151.4154734,116.6970412,72.66931288,94.9646444,70.37812489,2.448360102,3.28287397,6.000127595,0.487294943,5.612402277,6.840646207,1.153722178,0.808536197,0.994498295
48,6301,5,20,886.4250691,484.1560005,106.2287224,79.57615439,68.70373581,103.4577837,805.1995618,423.4529046,66.41815326,200.2726768,157.4842529,144.1068546,129.7915087,106.0354718,110.2248744,107.7878346,102.0961834,88.44705602,4.426090885,3.074313727,0.73715246,0.613107554,0.647931627,0.938606501,7.470226715,4.147587995,0.750936846
49,6301,5,20,1402.732074,88.52236334,519.0998479,79.62507269,473.7326093,430.5148579,435.6190028,385.844871,81.39965303,205.5315081,129.1462147,148.967779,133.8204885,114.3383737,101.1490556,90.15506236,86.38957116,72.12221323,6.824900411,0.685442957,3.484645146,0.595014064,4.143251248,4.256241994,4.831886212,4.466336224,1.128634985
50,6301,5,20,730.1667448,127.3448033,98.84348049,85.2608626,85.99818487,50.24859375,71.79497434,59.12427237,52.85338442,208.5233212,151.5259026,145.8036662,129.5256009,125.736586,102.1179141,103.7091092,82.42959118,112.4759005,3.501607114,0.840416068,0.677921777,0.658254909,0.683955144,0.492064435,0.692272597,0.717269994,0.469908524
46,7491,5,20,17.71505293,17.61120163,11.89795217,7.45504925,9.73073673,7.417038782,7.958270483,3.938166224,6.030705523,35.36729169,46.18524958,21.98791646,11.2941641,4.247132709,1.034934572,0.545277107,-1.575382427,-0.975492683,0.500888026,0.381316584,0.541113215,0.66007977,2.29113084,7.16667409,14.59491032,-2.499816017,-6.182215029
47,7491,5,20,10.22308448,9.283516216,11.39306978,6.370953939,12.03243813,5.108883487,3.622495842,5.891450298,3.493449713,22.64878899,33.24244676,19.72842299,16.19115408,11.71187575,7.526437122,7.993934475,9.674526261,6.056449234,0.451374442,0.279266935,0.57749521,0.393483621,1.027370712,0.678791758,0.453155558,0.608965249,0.576814826
48,7491,5,20,12.32374501,8.951515799,9.163366325,7.984932998,5.041706453,5.316450517,5.312734241,9.850549302,12.20054009,46.81141287,18.25343625,24.50283452,15.83105954,9.032485883,3.809647748,9.96789578,5.011242666,1.811976155,0.263263684,0.49040168,0.373971685,0.504383991,0.55817485,1.395522859,0.532984529,1.965689942,6.733278503
49,7491,5,20,10.17240956,7.074974323,12.47784849,7.095134188,8.711769672,5.703021402,4.815529269,7.942217188,8.273245369,30.32312674,9.769320947,21.85959859,10.95448535,-1.973467096,5.394999565,-3.551884227,-2.800839377,-2.294564361,0.33546704,0.724203285,0.570817824,0.647692152,-4.41444891,1.05709395,-1.35576752,-2.835656072,-3.605584359
50,7491,5,20,9.470824175,8.330051883,11.34243441,7.901684532,7.151381321,3.382561283,5.339260392,12.07486658,5.819714282,43.21541271,27.57455117,22.67363267,11.86815931,2.643726176,-3.256263232,-2.049599652,-2.65633335,-0.373592006,0.219153852,0.302092021,0.50024778,0.665788546,2.705038587,-1.038786192,-2.605026004,-4.545689485,-15.57772701
46,7492,5,20,152.5103867,146.7194374,248.8498217,148.3264803,125.5310431,118.2695174,113.1593548,106.332618,110.5909329,638.6146557,476.6778529,727.5806218,674.4513487,651.2731882,609.8914378,586.7985801,522.477736,513.4106764,0.238814417,0.307795792,0.342023707,0.21992169,0.192747138,0.193918967,0.192841903,0.203516075,0.215404428
47,7492,5,20,153.5184359,149.0125125,272.967838,193.4830092,149.3397246,152.3746556,127.0484469,114.3657196,102.6526859,682.8043823,509.996815,771.9482502,723.6553296,758.4130625,663.6280193,561.2101249,543.4863633,522.3137391,0.224835165,0.292183222,0.353608986,0.26736901,0.196910802,0.229608532,0.226383027,0.210429787,0.196534531
48,7492,5,20,180.7433425,133.3805812,232.0255407,176.9604031,133.3439941,149.2447265,111.5522564,99.97243113,97.9338852,643.8047882,496.6099333,765.9461899,732.1286139,644.6608523,632.4073446,609.5918787,521.9060033,514.7595093,0.280742464,0.268582185,0.302926686,0.241706716,0.206843635,0.235994613,0.182994985,0.19155256,0.190251726
